generation,N_shifts,logPrior,logLik,eventRate,acceptRate
246500,0,0.93225,-419.477,0.0529834,0.35
247000,0,0.787385,-419.192,0.0976235,0.371
247500,0,0.904506,-419.004,0.0438161,0.33
248000,0,-1.49888,-418.748,0.179081,0.359
248500,0,0.114756,-418.979,0.792044,0.376
249000,0,-0.287653,-418.327,0.208856,0.37125
249500,0,0.371463,-418.161,0.384886,0.36
250000,0,0.278347,-420.23,0.84516,0.296462
250500,0,1.02333,-418.878,0.106985,0.276
251000,0,0.900612,-418.852,0.190127,0.3545
251500,0,0.0577432,-421.162,1.07681,0.392
252000,0,1.10625,-422.127,0.00829178,0.3095
252500,0,-1.12558,-419.63,2.25116,0.31
253000,0,1.11133,-418.704,0.020964,0.304
253500,0,0.129767,-420.86,1.00658,0.316
254000,0,0.828271,-419.783,0.300381,0.296308
254500,0,0.898246,-422.681,0.184866,0.228
255000,0,0.434856,-419.555,0.661091,0.371143
255500,0,-0.779912,-418.376,0.478253,0.352
256000,0,0.422047,-419.821,0.500197,0.36
256500,0,-0.696655,-420.542,0.702057,0.376
257000,1,0.271275,-414.086,0.327487,0.388
257500,1,-1.44621,-415.582,0.238408,0.424
258000,1,-2.70153,-416.055,0.406458,0.2965
258500,0,0.390746,-423.246,0.681823,0.35
259000,0,0.0895302,-422.086,1.02281,0.3075
259500,0,1.06911,-420.548,0.0493839,0.24
260000,0,0.223071,-419.505,0.897686,0.26
260500,0,0.762079,-421.853,0.331353,0.258
261000,0,1.02213,-420.931,0.107795,0.251
261500,0,0.016106,-419.2,1.10962,0.328
262000,0,0.532928,-420.481,0.585846,0.2745
262500,0,0.841099,-421.672,0.269079,0.286
263000,0,0.940104,-420.689,0.176651,0.285
263500,0,1.10802,-419.6,0.00730963,0.25
264000,1,-2.23137,-409.921,0.935015,0.296
264500,1,-4.43562,-407.823,0.720424,0.262
265000,1,-3.26256,-411.569,1.78074,0.272
265500,1,-1.93938,-412.825,0.763208,0.28
266000,1,-3.00621,-409.696,0.51897,0.264
266500,1,-4.36483,-408.432,1.53149,0.268
267000,0,-0.108757,-420.102,1.22383,0.301
267500,0,0.490753,-420.146,0.630759,0.306
268000,0,0.735421,-420.239,0.382554,0.28
268500,0,0.225215,-419.829,0.898449,0.3
269000,0,0.196218,-419.788,0.922427,0.303
269500,0,-0.216001,-420.05,1.32429,0.244
270000,0,1.10297,-423.823,3.48118e-005,0.292
270500,0,0.338606,-424.736,0.72458,0.31
271000,0,-1.68103,-420.317,2.79535,0.2575
271500,0,-2.52626,-420.191,3.63487,0.294
272000,0,-0.01952,-419.163,0.7051,0.351
272500,0,0.409998,-419.382,0.391708,0.372
273000,0,0.593765,-424.015,0.490203,0.285
273500,0,0.520569,-423.653,0.578721,0.26
274000,0,0.421341,-418.904,0.448686,0.348
274500,0,0.447843,-419.052,0.0291601,0.31
275000,0,-0.0967115,-418.989,1.19397,0.345
275500,0,0.069009,-418.531,1.01002,0.338
276000,0,-0.457256,-418.387,0.652795,0.354
276500,0,0.301053,-418.528,0.191304,0.4
277000,0,0.851249,-420.241,0.248273,0.369
277500,0,0.0772401,-418.278,0.655952,0.396
278000,0,0.238033,-418.934,0.177639,0.391
278500,0,0.0751238,-419.044,0.150695,0.368
279000,0,0.163388,-418.56,0.269179,0.38
279500,0,0.00814821,-419.023,0.0851502,0.372
280000,0,0.705713,-418.461,0.43862,0.29
